NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-21 23:08:20

BUY SIGNALS (547):
  ADANIPORTS.NS   | Price: 1824.00 | Entry: 1787.52 | Target: 2026.82 | Risk: LOW       
  JSWSTEEL.NS     | Price: 1275.60 | Trend:  -0.47% | Mom:  -3.73% | Risk: LOW       
  ADANIPOWER.NS   | Price:  206.60 | Trend:  -1.48% | Mom:  -0.29% | Risk: LOW       
  POWERGRID.NS    | Price:  270.30 | Trend:  -1.27% | Mom:   1.62% | Risk: LOW       
  COALINDIA.NS    | Price:  409.90 | Trend:  -0.20% | Mom:  -1.31% | Risk: LOW       
  IOC.NS          | Price:  137.00 | Trend:  -0.89% | Mom:  -0.44% | Risk: LOW       
  TATASTEEL.NS    | Price:  185.54 | Trend:  -0.33% | Mom:  -1.72% | Risk: LOW       
  HINDZINC.NS     | Price:  596.00 | Trend:   4.68% | Mom:  -0.83% | Risk: LOW       
  HYUNDAI.NS      | Price: 2208.80 | Trend:   3.50% | Mom:   0.17% | Risk: LOW       
  GRASIM.NS       | Price: 3209.20 | Trend:  -0.48% | Mom:  -3.40% | Risk: LOW       
  HDFCLIFE.NS     | Price:  550.95 | Trend:   1.05% | Mom:   0.83% | Risk: LOW       
  ADANIGREEN.NS   | Price: 1334.50 | Trend:  -1.87% | Mom:   2.55% | Risk: LOW       
  VBL.NS          | Price:  421.95 | Trend:  -2.88% | Mom:   3.52% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4171.30 | Trend:   0.46% | Mom:   0.92% | Risk: LOW       
  BPCL.NS         | Price:  314.00 | Trend:  -0.09% | Mom:  -0.54% | Risk: LOW       
  TMCV.NS         | Price:  442.90 | Trend:  -0.40% | Mom:  -3.34% | Risk: LOW       
  PNB.NS          | Price:  117.27 | Trend:   2.84% | Mom:   0.23% | Risk: LOW       
  CIPLA.NS        | Price: 1394.50 | Trend:  -2.02% | Mom:   0.69% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4840.00 | Trend:  -2.18% | Mom:  -0.35% | Risk: LOW       
  GODREJCP.NS     | Price:  880.00 | Trend:  -9.18% | Mom:   0.23% | Risk: LOW       
  GAIL.NS         | Price:  173.90 | Trend:   0.26% | Mom:   0.29% | Risk: LOW       
  MAXHEALTH.NS    | Price: 1049.30 | Trend:   0.17% | Mom:   6.55% | Risk: LOW       
  ENRIN.NS        | Price: 3228.00 | Trend:  -2.64% | Mom:   3.60% | Risk: LOW       
  SIEMENS.NS      | Price: 3913.90 | Trend:   1.32% | Mom:  -1.59% | Risk: LOW       
  BOSCHLTD.NS     | Price: 47000.00 | Trend:   4.30% | Mom:   0.00% | Risk: LOW       
  CUMMINSIND.NS   | Price: 5099.50 | Trend:  -3.86% | Mom:   1.28% | Risk: LOW       
  POLYCAB.NS      | Price: 8400.00 | Trend:  -5.91% | Mom:   1.20% | Risk: LOW       
  CGPOWER.NS      | Price:  892.00 | Trend:   0.66% | Mom:   0.11% | Risk: LOW       
  ADANIENSOL.NS   | Price: 1436.10 | Trend:  -8.15% | Mom:   1.88% | Risk: LOW       
  HEROMOTOCO.NS   | Price: 5285.50 | Trend:  -1.61% | Mom:  -0.27% | Risk: LOW       
  JINDALSTEL.NS   | Price: 1119.50 | Trend:   1.28% | Mom:  -3.91% | Risk: LOW       
  INDUSTOWER.NS   | Price:  375.90 | Trend:  -0.79% | Mom:  -0.24% | Risk: LOW       
  GMRAIRPORT.NS   | Price:   99.30 | Trend:  -3.33% | Mom:   1.90% | Risk: LOW       
  IDEA.NS         | Price:   13.92 | Trend:  -0.03% | Mom:  -7.32% | Risk: LOW       
  HINDPETRO.NS    | Price:  359.00 | Trend:  -2.25% | Mom:   0.70% | Risk: LOW       
  DABUR.NS        | Price:  395.25 | Trend:  -2.13% | Mom:   3.77% | Risk: LOW       
  ICICIPRULI.NS   | Price:  492.00 | Trend:  -1.60% | Mom:  -0.52% | Risk: LOW       
  BHARTIHEXA.NS   | Price: 1540.10 | Trend:  -1.81% | Mom:   2.99% | Risk: LOW       
  POWERINDIA.NS   | Price: 32700.00 | Trend:  -0.04% | Mom:   3.32% | Risk: LOW       
  NTPCGREEN.NS    | Price:   88.55 | Trend:  -2.63% | Mom:  -0.91% | Risk: LOW       
  NHPC.NS         | Price:   76.95 | Trend:  -0.54% | Mom:   0.92% | Risk: LOW       
  POLICYBZR.NS    | Price: 1743.00 | Trend:   2.15% | Mom:  -5.07% | Risk: LOW       
  SBICARD.NS      | Price:  651.15 | Trend:   0.66% | Mom:  -1.08% | Risk: LOW       
  OFSS.NS         | Price: 11896.00 | Trend:   1.95% | Mom:  -1.34% | Risk: LOW       
  RVNL.NS         | Price:  214.29 | Trend:  -2.51% | Mom:   0.85% | Risk: LOW       
  LLOYDSME.NS     | Price: 1826.70 | Trend:  -3.68% | Mom:   0.20% | Risk: LOW       
  NYKAA.NS        | Price:  332.15 | Trend:   0.00% | Mom:  -0.11% | Risk: LOW       
  OIL.NS          | Price:  475.70 | Trend:   2.03% | Mom:  -2.58% | Risk: LOW       
  COROMANDEL.NS   | Price: 1999.50 | Trend:  -0.45% | Mom:   3.13% | Risk: LOW       
  GICRE.NS        | Price:  351.00 | Trend:   1.78% | Mom:  -2.08% | Risk: LOW       
  YESBANK.NS      | Price:   22.72 | Trend:  -0.57% | Mom:   0.98% | Risk: LOW       
  ALKEM.NS        | Price: 5466.50 | Trend:   0.41% | Mom:   5.33% | Risk: LOW       
  LTF.NS          | Price:  312.80 | Trend:   0.15% | Mom:  -0.38% | Risk: LOW       
  AUBANK.NS       | Price: 1058.60 | Trend:  -0.03% | Mom:  -0.60% | Risk: LOW       
  COLPAL.NS       | Price: 1917.80 | Trend:  -1.93% | Mom:   4.84% | Risk: LOW       
  BHARATFORG.NS   | Price: 1962.10 | Trend:  -5.71% | Mom:   0.31% | Risk: LOW       
  COFORGE.NS      | Price: 1841.00 | Trend:   4.19% | Mom:  -6.68% | Risk: LOW       
  IRCTC.NS        | Price:  476.75 | Trend:  -2.73% | Mom:   0.15% | Risk: LOW       
  UPL.NS          | Price:  580.00 | Trend:  -0.44% | Mom:  -0.37% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   85.92 | Trend:   1.81% | Mom:  -0.91% | Risk: LOW       
  MOTILALOFS.NS   | Price: 1010.00 | Trend:   5.57% | Mom:  -2.60% | Risk: LOW       
  GLENMARK.NS     | Price: 2447.40 | Trend:   5.03% | Mom:   0.42% | Risk: LOW       
  MFSL.NS         | Price: 1559.00 | Trend:   1.60% | Mom:   0.68% | Risk: LOW       
  SAIL.NS         | Price:  177.33 | Trend:   0.82% | Mom:  -9.89% | Risk: LOW       
  NAM-INDIA.NS    | Price: 1155.00 | Trend:  -2.03% | Mom:  -0.42% | Risk: LOW       
  JKCEMENT.NS     | Price: 5064.50 | Trend:  -4.23% | Mom:  -0.37% | Risk: LOW       
  PAGEIND.NS      | Price: 36400.00 | Trend:  -3.13% | Mom:   0.28% | Risk: LOW       
  GLAXO.NS        | Price: 2838.80 | Trend:   3.68% | Mom:  -3.36% | Risk: LOW       
  BALKRISIND.NS   | Price: 2265.30 | Trend:  -0.24% | Mom:  -0.84% | Risk: LOW       
  HEXT.NS         | Price:  524.55 | Trend:  -4.70% | Mom:  -0.77% | Risk: LOW       
  MAHABANK.NS     | Price:   83.54 | Trend:   2.71% | Mom:  -2.80% | Risk: LOW       
  IREDA.NS        | Price:  114.32 | Trend:  -1.87% | Mom:   1.27% | Risk: LOW       
  ANTHEM.NS       | Price:  928.50 | Trend:   7.70% | Mom:  -0.59% | Risk: LOW       
  CONCOR.NS       | Price:  503.55 | Trend:  -0.24% | Mom:  -0.68% | Risk: LOW       
  DALBHARAT.NS    | Price: 1761.40 | Trend:  -2.64% | Mom:   0.69% | Risk: LOW       
  RADICO.NS       | Price: 4535.40 | Trend:   2.60% | Mom:   0.92% | Risk: LOW       
  FLUOROCHEM.NS   | Price: 4586.70 | Trend:   0.85% | Mom:   0.78% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1531.80 | Trend:  -2.39% | Mom:   3.22% | Risk: LOW       
  NH.NS           | Price: 1928.50 | Trend:   0.48% | Mom:   3.77% | Risk: LOW       
  CRISIL.NS       | Price: 4577.50 | Trend:   1.74% | Mom:  -3.83% | Risk: LOW       
  KPRMILL.NS      | Price: 1141.40 | Trend:   2.83% | Mom:  -2.89% | Risk: LOW       
  CHOLAHLDNG.NS   | Price: 1507.70 | Trend:  -2.70% | Mom:   0.33% | Risk: LOW       
  3MINDIA.NS      | Price: 34095.00 | Trend:  -1.08% | Mom:   3.88% | Risk: LOW       
  AWL.NS          | Price:  186.98 | Trend:  -1.85% | Mom:  -0.17% | Risk: LOW       
  CDSL.NS         | Price: 1390.00 | Trend:   1.84% | Mom:  -0.33% | Risk: LOW       
  EXIDEIND.NS     | Price:  435.85 | Trend:  -1.64% | Mom:   2.71% | Risk: LOW       
  HONAUT.NS       | Price: 35445.00 | Trend:  -4.04% | Mom:   0.51% | Risk: LOW       
  METROBRAND.NS   | Price:  940.85 | Trend:  -3.23% | Mom:   1.26% | Risk: LOW       
  LICHSGFIN.NS    | Price:  548.15 | Trend:   4.25% | Mom:  -2.47% | Risk: LOW       
  NIACL.NS        | Price:  187.66 | Trend:   1.66% | Mom: -18.38% | Risk: LOW       
  IKS.NS          | Price: 1779.90 | Trend:  -1.04% | Mom:   1.14% | Risk: LOW       
  AFFLE.NS        | Price: 1603.50 | Trend:  -0.06% | Mom:  -0.80% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 8590.00 | Trend:   5.55% | Mom:   0.38% | Risk: LOW       
  BANDHANBNK.NS   | Price:  175.00 | Trend:  -0.75% | Mom:   6.09% | Risk: LOW       
  PPLPHARMA.NS    | Price:  208.16 | Trend:   2.66% | Mom:  -2.83% | Risk: LOW       
  FSL.NS          | Price:  273.45 | Trend:   0.11% | Mom:   3.42% | Risk: LOW       
  EMAMILTD.NS     | Price:  368.45 | Trend:  -6.52% | Mom:   0.66% | Risk: LOW       
  WOCKPHARMA.NS   | Price: 2086.10 | Trend:   6.46% | Mom:  -0.12% | Risk: LOW       
  PTCIL.NS        | Price: 22805.00 | Trend:  13.36% | Mom:  -4.30% | Risk: LOW       
  ANANDRATHI.NS   | Price: 2229.40 | Trend:   4.08% | Mom:   0.61% | Risk: LOW       
  PNBHOUSING.NS   | Price: 1133.10 | Trend:   0.39% | Mom:  -2.82% | Risk: LOW       
  BRIGADE.NS      | Price:  621.70 | Trend:   2.64% | Mom: -10.69% | Risk: LOW       
  ABSLAMC.NS      | Price: 1060.40 | Trend:   1.93% | Mom:  -0.18% | Risk: LOW       
  TIMKEN.NS       | Price: 3124.20 | Trend:  -1.76% | Mom:  -0.04% | Risk: LOW       
  HSCL.NS         | Price:  675.35 | Trend:  -5.65% | Mom:   0.64% | Risk: LOW       
  FORCEMOT.NS     | Price: 17488.00 | Trend:  -1.86% | Mom:   0.22% | Risk: LOW       
  ANGELONE.NS     | Price:  299.10 | Trend:  -0.62% | Mom:  -0.23% | Risk: LOW       
  ASAHIINDIA.NS   | Price:  961.05 | Trend:   3.79% | Mom:   0.75% | Risk: LOW       
  ERIS.NS         | Price: 1321.30 | Trend:  -3.24% | Mom:  -0.03% | Risk: LOW       
  SAGILITY.NS     | Price:   45.66 | Trend:   4.34% | Mom:  -2.48% | Risk: LOW       
  HATSUN.NS       | Price: 1139.10 | Trend:  11.52% | Mom:  -2.54% | Risk: LOW       
  URBANCO.NS      | Price:  169.11 | Trend:  12.52% | Mom:  -6.62% | Risk: LOW       
  ONESOURCE.NS    | Price: 1594.90 | Trend:   0.40% | Mom:   3.71% | Risk: LOW       
  CHALET.NS       | Price:  865.65 | Trend:   1.06% | Mom:  -3.36% | Risk: LOW       
  CHAMBLFERT.NS   | Price:  414.90 | Trend:  -3.90% | Mom:  -0.99% | Risk: LOW       
  ANANTRAJ.NS     | Price:  606.15 | Trend:  -0.45% | Mom:  -3.09% | Risk: LOW       
  ECLERX.NS       | Price: 1915.60 | Trend:   2.01% | Mom:   0.52% | Risk: LOW       
  POLYMED.NS      | Price: 1726.00 | Trend:   0.18% | Mom:   1.38% | Risk: LOW       
  TENNIND.NS      | Price:  517.90 | Trend:  -4.38% | Mom:   0.07% | Risk: LOW       
  DEVYANI.NS      | Price:  140.62 | Trend:   7.52% | Mom:   0.96% | Risk: LOW       
  NEULANDLAB.NS   | Price: 22840.00 | Trend:   5.73% | Mom:   0.79% | Risk: LOW       
  KFINTECH.NS     | Price:  930.00 | Trend:   0.37% | Mom:   0.12% | Risk: LOW       
  BIKAJI.NS       | Price:  580.25 | Trend:  -5.01% | Mom:  -0.68% | Risk: LOW       
  SARDAEN.NS      | Price:  505.95 | Trend:  -0.24% | Mom:  -0.12% | Risk: LOW       
  CGCL.NS         | Price:  270.65 | Trend:   9.82% | Mom:  -3.30% | Risk: LOW       
  SKFINDIA.NS     | Price: 1552.60 | Trend:   1.09% | Mom:  -0.04% | Risk: LOW       
  MAHSCOOTER.NS   | Price: 13569.00 | Trend:   3.39% | Mom:   0.66% | Risk: LOW       
  FIVESTAR.NS     | Price:  538.45 | Trend:  -0.22% | Mom:   2.94% | Risk: LOW       
  RBLBANK.NS      | Price:  415.90 | Trend:   7.73% | Mom:   0.37% | Risk: LOW       
  NAVA.NS         | Price:  562.30 | Trend:  -0.44% | Mom:   0.37% | Risk: LOW       
  CUB.NS          | Price:  235.79 | Trend:   6.36% | Mom:  -0.09% | Risk: LOW       
  MANYAVAR.NS     | Price:  536.50 | Trend:   8.50% | Mom:  -8.41% | Risk: LOW       
  TBOTEK.NS       | Price: 1710.60 | Trend:   6.20% | Mom:  -1.33% | Risk: LOW       
  TRAVELFOOD.NS   | Price: 1256.10 | Trend:  -3.37% | Mom:  -0.96% | Risk: LOW       
  UTIAMC.NS       | Price:  895.00 | Trend:  -1.26% | Mom:   1.64% | Risk: LOW       
  LMW.NS          | Price: 17759.00 | Trend:   0.85% | Mom:  -6.50% | Risk: LOW       
  CRAFTSMAN.NS    | Price: 11138.00 | Trend:   6.72% | Mom:  -2.28% | Risk: LOW       
  ELGIEQUIP.NS    | Price:  609.55 | Trend:   1.40% | Mom:  -5.07% | Risk: LOW       
  CHOICEIN.NS     | Price:  763.85 | Trend:  -3.97% | Mom:  -0.60% | Risk: LOW       
  VGUARD.NS       | Price:  325.40 | Trend:   1.55% | Mom:  -2.98% | Risk: LOW       
  CIEINDIA.NS     | Price:  387.15 | Trend:  -5.66% | Mom:   0.47% | Risk: LOW       
  JMFINANCIL.NS   | Price:  126.30 | Trend:  -0.02% | Mom:  -4.36% | Risk: LOW       
  CAPLIPOINT.NS   | Price: 2748.60 | Trend:   5.64% | Mom:  -2.06% | Risk: LOW       
  DATAPATTNS.NS   | Price: 4513.30 | Trend:  -0.04% | Mom:  -1.56% | Risk: LOW       
  IGIL.NS         | Price:  330.95 | Trend:  -1.98% | Mom:   2.30% | Risk: LOW       
  LTFOODS.NS      | Price:  423.20 | Trend:   1.55% | Mom:  -4.63% | Risk: LOW       
  AGARWALEYE.NS   | Price:  500.45 | Trend:  -0.39% | Mom:  -2.15% | Risk: LOW       
  RRKABEL.NS      | Price: 2450.80 | Trend:  -5.89% | Mom:  -0.13% | Risk: LOW       
  NIVABUPA.NS     | Price:   79.59 | Trend:  -4.95% | Mom:  -0.65% | Risk: LOW       
  PARADEEP.NS     | Price:  155.62 | Trend:   4.76% | Mom:  -0.88% | Risk: LOW       
  CEATLTD.NS      | Price: 3468.90 | Trend:  -0.82% | Mom:   4.07% | Risk: LOW       
  RAINBOW.NS      | Price: 1454.70 | Trend:  -1.57% | Mom:   0.96% | Risk: LOW       
  FINEORG.NS      | Price: 5199.00 | Trend:   2.55% | Mom:   0.38% | Risk: LOW       
  SWANCORP.NS     | Price:  294.95 | Trend:  -2.43% | Mom:   4.78% | Risk: LOW       
  AARTIIND.NS     | Price:  491.15 | Trend:  -2.27% | Mom:   0.02% | Risk: LOW       
  THELEELA.NS     | Price:  540.55 | Trend:   4.27% | Mom:  -4.50% | Risk: LOW       
  EMMVEE.NS       | Price:  328.00 | Trend:   0.48% | Mom:   1.17% | Risk: LOW       
  KSB.NS          | Price:  813.10 | Trend:  -1.88% | Mom:  -0.06% | Risk: LOW       
  JAINREC.NS      | Price:  276.25 | Trend:  -9.92% | Mom:  -0.61% | Risk: LOW       
  BBTC.NS         | Price: 1512.10 | Trend:   2.02% | Mom:   0.70% | Risk: LOW       
  CYIENT.NS       | Price: 1073.30 | Trend:  14.16% | Mom:  -3.42% | Risk: LOW       
  INDGN.NS        | Price:  600.10 | Trend:   8.35% | Mom:  -0.23% | Risk: LOW       
  USHAMART.NS     | Price:  507.20 | Trend:   1.79% | Mom:  -1.35% | Risk: LOW       
  LEMONTREE.NS    | Price:  106.47 | Trend:  -2.27% | Mom:   1.45% | Risk: LOW       
  SKFINDUS.NS     | Price: 2984.20 | Trend:   6.76% | Mom:  -2.57% | Risk: LOW       
  JINDALSAW.NS    | Price:  289.50 | Trend:   3.30% | Mom:  -5.18% | Risk: LOW       
  FINPIPE.NS      | Price:  154.63 | Trend:  -2.45% | Mom:  -0.78% | Risk: LOW       
  BLUEJET.NS      | Price:  575.25 | Trend:  -1.59% | Mom:   1.17% | Risk: LOW       
  CARTRADE.NS     | Price: 2988.90 | Trend:   3.09% | Mom:  -0.38% | Risk: LOW       
  CHENNPETRO.NS   | Price: 1416.60 | Trend:   6.64% | Mom:  -2.45% | Risk: LOW       
  CANHLIFE.NS     | Price:  153.59 | Trend:   1.67% | Mom:  -2.32% | Risk: LOW       
  SHRIPISTON.NS   | Price: 4576.60 | Trend:   3.54% | Mom:   0.88% | Risk: LOW       
  ALIVUS.NS       | Price: 1430.80 | Trend:  10.68% | Mom:   0.85% | Risk: LOW       
  ENGINERSIN.NS   | Price:  266.35 | Trend:   8.02% | Mom:  -4.69% | Risk: LOW       
  SAFARI.NS       | Price: 1501.00 | Trend:  -2.50% | Mom:  -0.56% | Risk: LOW       
  INOXINDIA.NS    | Price: 2098.80 | Trend:   4.02% | Mom:  -6.63% | Risk: LOW       
  RUBICON.NS      | Price: 1751.10 | Trend:   5.97% | Mom:  -1.39% | Risk: LOW       
  JKLAKSHMI.NS    | Price:  530.20 | Trend:  -3.03% | Mom:   2.81% | Risk: LOW       
  PRIVISCL.NS     | Price: 3444.90 | Trend:  -2.70% | Mom:   2.12% | Risk: LOW       
  AETHER.NS       | Price: 1630.00 | Trend:   3.15% | Mom:   0.27% | Risk: LOW       
  AZAD.NS         | Price: 2790.30 | Trend:   6.99% | Mom:   0.47% | Risk: LOW       
  NAZARA.NS       | Price:  369.35 | Trend:   7.28% | Mom:   0.19% | Risk: LOW       
  IXIGO.NS        | Price:  165.65 | Trend:  -7.40% | Mom:  -0.66% | Risk: LOW       
  BALRAMCHIN.NS   | Price:  672.60 | Trend:   3.39% | Mom:  -2.61% | Risk: LOW       
  STARCEMENT.NS   | Price:  194.25 | Trend:  -1.80% | Mom:   5.30% | Risk: LOW       
  SHAILY.NS       | Price: 3149.80 | Trend:  -0.43% | Mom:  -3.83% | Risk: LOW       
  RHIM.NS         | Price:  368.70 | Trend:  -4.24% | Mom:  -0.05% | Risk: LOW       
  INDIASHLTR.NS   | Price:  681.85 | Trend:  -3.23% | Mom:   1.30% | Risk: LOW       
  SAPPHIRE.NS     | Price:  230.11 | Trend:   7.49% | Mom:   0.59% | Risk: LOW       
  UJJIVANSFB.NS   | Price:   65.02 | Trend:  -4.59% | Mom:   3.22% | Risk: LOW       
  HCG.NS          | Price:  708.25 | Trend:   2.26% | Mom:   0.68% | Risk: LOW       
  HAPPYFORGE.NS   | Price: 2148.30 | Trend:   8.36% | Mom:  -4.03% | Risk: LOW       
  HONASA.NS       | Price:  479.55 | Trend:   2.66% | Mom:   0.52% | Risk: LOW       
  KRBL.NS         | Price:  392.45 | Trend:   2.21% | Mom:  -6.57% | Risk: LOW       
  BLUESTONE.NS    | Price:  827.50 | Trend:   3.79% | Mom:  -1.81% | Risk: LOW       
  MARKSANS.NS     | Price:  320.15 | Trend:   7.51% | Mom:  -2.02% | Risk: LOW       
  POWERMECH.NS    | Price: 2371.40 | Trend:  -5.17% | Mom:   2.90% | Risk: LOW       
  ORKLAINDIA.NS   | Price:  595.65 | Trend:   3.77% | Mom:   0.25% | Risk: LOW       
  SOUTHBANK.NS    | Price:   46.07 | Trend:   0.25% | Mom:  -2.58% | Risk: LOW       
  SAREGAMA.NS     | Price:  499.90 | Trend:  -1.27% | Mom:   1.27% | Risk: LOW       
  MANORAMA.NS     | Price: 1966.90 | Trend:  10.05% | Mom:  -1.29% | Risk: LOW       
  ARVIND.NS       | Price:  552.60 | Trend:   2.06% | Mom:  -0.06% | Risk: LOW       
  PNGJL.NS        | Price:  604.75 | Trend:  -2.37% | Mom:  -0.71% | Risk: LOW       
  RELIGARE.NS     | Price:  253.02 | Trend:   2.13% | Mom:  -1.58% | Risk: LOW       
  WEWORK.NS       | Price:  681.20 | Trend:  -2.60% | Mom:   2.14% | Risk: LOW       
  VOLTAMP.NS      | Price: 10879.00 | Trend:   6.65% | Mom:  -2.71% | Risk: LOW       
  GALAXYSURF.NS   | Price: 2215.20 | Trend:   4.42% | Mom:  -1.62% | Risk: LOW       
  MAHLIFE.NS      | Price:  366.40 | Trend:  -2.00% | Mom:   1.10% | Risk: LOW       
  GPPL.NS         | Price:  160.35 | Trend:   4.27% | Mom:  -0.79% | Risk: LOW       
  OSWALPUMPS.NS   | Price:  278.10 | Trend: -12.49% | Mom:  -0.39% | Risk: LOW       
  KALPATARU.NS    | Price:  274.45 | Trend:  -1.43% | Mom:  -0.76% | Risk: LOW       
  THOMASCOOK.NS   | Price:  106.04 | Trend:   0.85% | Mom:  -5.02% | Risk: LOW       
  SUDEEPPHRM.NS   | Price: 1155.00 | Trend:  10.68% | Mom: -10.66% | Risk: LOW       
  AARTIPHARM.NS   | Price:  820.40 | Trend:   5.17% | Mom:  -4.24% | Risk: LOW       
  FDC.NS          | Price:  352.50 | Trend:  -5.20% | Mom:   2.83% | Risk: LOW       
  TMB.NS          | Price:  895.75 | Trend:   3.14% | Mom:  -3.94% | Risk: LOW       
  TIPSMUSIC.NS    | Price:  657.70 | Trend:  -1.05% | Mom:   1.22% | Risk: LOW       
  INOXGREEN.NS    | Price:  171.32 | Trend:  -4.85% | Mom:   0.18% | Risk: LOW       
  SFL.NS          | Price:  657.30 | Trend:  -6.80% | Mom:   1.62% | Risk: LOW       
  BALUFORGE.NS    | Price:  522.15 | Trend:   3.23% | Mom:  -9.02% | Risk: LOW       
  ISGEC.NS        | Price:  780.25 | Trend:  -2.84% | Mom:  -0.14% | Risk: LOW       
  MIDHANI.NS      | Price:  417.30 | Trend:  -0.36% | Mom:  -0.36% | Risk: LOW       
  KTKBANK.NS      | Price:  313.80 | Trend:   3.21% | Mom:  -6.29% | Risk: LOW       
  AURIONPRO.NS    | Price:  685.60 | Trend:  -7.39% | Mom:  -0.12% | Risk: LOW       
  EQUITASBNK.NS   | Price:   74.09 | Trend:  -1.79% | Mom:   1.56% | Risk: LOW       
  PGIL.NS         | Price: 1146.10 | Trend:   2.44% | Mom:  -1.58% | Risk: LOW       
  SYMPHONY.NS     | Price:  598.65 | Trend:  -5.66% | Mom:   3.15% | Risk: LOW       
  CUPID.NS        | Price:  265.00 | Trend:   2.53% | Mom:  -6.41% | Risk: LOW       
  PARKHOSPS.NS    | Price:  282.05 | Trend:  -0.15% | Mom:  -1.47% | Risk: LOW       
  PRICOLLTD.NS    | Price:  767.50 | Trend:   5.14% | Mom:   0.33% | Risk: LOW       
  HNDFDS.NS       | Price:  625.70 | Trend:   4.15% | Mom:  -0.19% | Risk: LOW       
  UTLSOLAR.NS     | Price:  418.65 | Trend:   0.96% | Mom:  -2.58% | Risk: LOW       
  SUPRAJIT.NS     | Price:  499.05 | Trend:  -0.17% | Mom:   1.91% | Risk: LOW       
  JAYNECOIND.NS   | Price:   89.26 | Trend:  -2.55% | Mom:   0.25% | Risk: LOW       
  VMART.NS        | Price:  808.15 | Trend:   1.31% | Mom:  -1.95% | Risk: LOW       
  SUNTECK.NS      | Price:  294.05 | Trend:  -2.07% | Mom:  -0.71% | Risk: LOW       
  WAKEFIT.NS      | Price:  146.85 | Trend:   7.10% | Mom:  -3.10% | Risk: LOW       
  SUBROS.NS       | Price:  720.30 | Trend:  -4.52% | Mom:   1.94% | Risk: LOW       
  MTARTECH.NS     | Price: 7202.00 | Trend:   7.59% | Mom:   0.57% | Risk: LOW       
  GULFOILLUB.NS   | Price: 1070.10 | Trend:  -0.50% | Mom:   0.22% | Risk: LOW       
  CHEMPLASTS.NS   | Price:  171.48 | Trend:  -7.15% | Mom:   0.70% | Risk: LOW       
  INDIAGLYCO.NS   | Price:  263.70 | Trend: -71.07% | Mom:   1.27% | Risk: NORMAL    
  MANINFRA.NS     | Price:  125.64 | Trend:  12.83% | Mom:   0.84% | Risk: LOW       
  TIIL.NS         | Price: 3054.10 | Trend:   5.03% | Mom:  -6.53% | Risk: LOW       
  PARAS.NS        | Price: 1372.70 | Trend:   2.19% | Mom:  -2.98% | Risk: LOW       
  TEXRAIL.NS      | Price:  114.66 | Trend:   3.68% | Mom:  -0.51% | Risk: LOW       
  SKIPPER.NS      | Price:  566.20 | Trend:   3.74% | Mom:  -4.20% | Risk: LOW       
  ICIL.NS         | Price:  447.35 | Trend:   6.32% | Mom:  -0.54% | Risk: LOW       
  RESPONIND.NS    | Price:  159.18 | Trend:  -5.05% | Mom:   2.76% | Risk: LOW       
  CRIZAC.NS       | Price:  173.73 | Trend:  -3.99% | Mom:   8.38% | Risk: LOW       
  AGI.NS          | Price:  745.05 | Trend:   3.15% | Mom:   0.38% | Risk: LOW       
  KNRCON.NS       | Price:  124.80 | Trend:  -0.56% | Mom:   0.31% | Risk: LOW       
  FEDFINA.NS      | Price:  155.25 | Trend:  -0.00% | Mom:  -1.65% | Risk: LOW       
  KINGFA.NS       | Price: 5808.00 | Trend:   3.66% | Mom:  -1.76% | Risk: LOW       
  KRN.NS          | Price: 1446.20 | Trend:   3.85% | Mom:  -8.39% | Risk: LOW       
  DATAMATICS.NS   | Price:  765.95 | Trend:  -5.67% | Mom:   0.78% | Risk: LOW       
  PTC.NS          | Price:  156.23 | Trend:  -0.40% | Mom:  -0.04% | Risk: LOW       
  ITDC.NS         | Price:  658.30 | Trend:  -4.64% | Mom:   2.60% | Risk: LOW       
  SIS.NS          | Price:  428.25 | Trend:   0.07% | Mom:  -0.63% | Risk: LOW       
  PDSL.NS         | Price:  351.15 | Trend:  -2.42% | Mom:  -0.78% | Risk: LOW       
  SMLMAH.NS       | Price: 6292.50 | Trend:  20.36% | Mom:  -0.10% | Risk: LOW       
  VRLLOG.NS       | Price:  293.60 | Trend:   5.86% | Mom:  -1.38% | Risk: LOW       
  ENTERO.NS       | Price: 1732.30 | Trend:  17.92% | Mom:  -6.26% | Risk: LOW       
  SUNFLAG.NS      | Price:  345.10 | Trend:  -1.91% | Mom:  -0.11% | Risk: LOW       
  JKIL.NS         | Price:  486.55 | Trend:  -1.15% | Mom:  -0.24% | Risk: LOW       
  GREAVESCOT.NS   | Price:  197.35 | Trend:  -6.24% | Mom:   0.92% | Risk: LOW       
  SKYGOLD.NS      | Price:  783.70 | Trend:   5.60% | Mom:   0.29% | Risk: LOW       
  INNOVACAP.NS    | Price: 1179.80 | Trend:  13.19% | Mom:   0.37% | Risk: LOW       
  DCBBANK.NS      | Price:  218.35 | Trend:   8.42% | Mom:  -1.08% | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1694.00 | Trend:   6.88% | Mom:  -6.86% | Risk: LOW       
