NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-04 19:14:16

BUY SIGNALS (191):
  JIOFIN.NS       | Price:  252.74 | Entry:  247.69 | Target:  290.50 | Risk: LOW       
  TITAGARH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JYOTHYLAB.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRIPISTON.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALIVUS.NS       | Price: 1069.20 | Trend:   9.60% | Mom:  -0.04% | Risk: LOW       
  ENGINERSIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  J&KBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OLECTRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUBLINGREA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANOFI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANOFICONR.NS   | Price: 4738.00 | Trend:   7.42% | Mom:   0.38% | Risk: LOW       
  WAAREERTL.NS    | Price: 1024.00 | Trend:  13.39% | Mom:  -8.25% | Risk: LOW       
  RELAXO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRUDENT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIKRAMSOLR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CANFINHOME.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSOFT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRAPHITE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKTYRE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZEEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAFARI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INOXINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HFCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUBICON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKLAKSHMI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIJAYA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRIVISCL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONATSOFTW.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AETHER.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AZAD.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EDELWEISS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAZARA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  METROPOLIS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IXIGO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALRAMCHIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VESUVIUS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WESTLIFE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKFORGE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STARCEMENT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GENUSPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEG.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALKYLAMINE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEJASNET.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAILY.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIMETECHNO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANCOINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVANTIFEED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IIFLCAPS.NS     | Price:  313.95 | Trend:   6.21% | Mom:   0.16% | Risk: LOW       
  MEDPLUS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAKTIPUMP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABFRL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MMTC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUDARSCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RHIM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AEQUS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JLHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIASHLTR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTRAMICRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TDPOWERSYS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KPIGREEN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRANSRAILL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRLACORPN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAPPHIRE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAPMYINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UJJIVANSFB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HCG.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NESCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAPPYFORGE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HONASA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VARROC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANSERA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LATENTVIEW.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUESTONE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WABAG.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LLOYDSENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TI.NS           | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALOKINDS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANDUMA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTKPRESTIG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBREALTY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARKSANS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TCI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BBOX.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POWERMECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORKLAINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOUTHBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOTUSDEV.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAIBALAJI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAREGAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSLL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PCJEWELLER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LUMAXTECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CORONA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TANLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANORAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARVIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHSEAMLES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAPPSTMNDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAMPUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELIGARE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMRP&UI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BECTORFOOD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEWORK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RCF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESABINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VOLTAMP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STAR.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GALAXYSURF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHLIFE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHARDACROP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALPUMPS.NS   | Price:  414.15 | Trend:  20.18% | Mom:  -4.25% | Risk: LOW       
  DODLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NETWORK18.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIACABS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRWRHITECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CERA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLPNU.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BORORENEW.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KALPATARU.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRIVENI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GSFC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GARFIBRES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHILPAMED.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THOMASCOOK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUDEEPPHRM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTIPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GNFC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THANGAMAYL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRSMJOHNSN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUSTOMJEE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AJAXENGG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ETHOSLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PNCINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FDC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TMB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIPSMUSIC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATLANTAELE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INOXGREEN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  V2RETAIL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MASTEK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALUFORGE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RTNINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PFOCUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WELENT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ISGEC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAJIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RATEGAIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MIDHANI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KTKBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YATHARTH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CSBBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EPL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AURIONPRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUSTDIAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MHRIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THYROCARE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARVINDFASN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EQUITASBNK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELLEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CMSINFO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHANUKA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYMPHONY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  QPOWER.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUPID.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AHLUCONT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IFBIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJELEC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARKHOSPS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKPAPER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRICOLLTD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVALON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYAROSNI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HNDFDS.NS       | Price:  503.60 | Trend:   2.67% | Mom:  -0.97% | Risk: LOW       
  PURVA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RTNPOWER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RENUKA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREENLAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPRAJIT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAYNECOIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VMART.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IONEXCHANG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNTECK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUNIPER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HGINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICRA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUBROS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AXISCADES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAMC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RALLIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOKEX.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MTARTECH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GULFOILLUB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMPLASTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASHAPURMIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWSOLAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHARDAMOTR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PICCADIL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIAGLYCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIPIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELECTCAST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PILANIINVS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMARTWORKS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IMFA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPRIYA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARAS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GHCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMUDHRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MASFIN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXRAIL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SKIPPER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJESHEXPO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STLTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SENCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FISCHER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STYL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KSCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHOPERSTOP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIGOPNTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FIEMIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RESPONIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANSALWIRE.NS   | Price:  283.40 | Trend:   5.70% | Mom:  -7.36% | Risk: LOW       
  LXCHEM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRIZAC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAPILLARY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KNRCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIMECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMMPFAUDLR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASHOKA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DYNAMATECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  E2E.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOKULAGRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FEDFINA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OPTIEMUS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KINGFA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRN.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DATAMATICS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEBELSOLAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PTC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROUTE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ITDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RSYSTEMS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZAGGLE.NS       | Price:  245.76 | Trend:   5.06% | Mom:  -5.80% | Risk: LOW       
  GAEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PDSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HCC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VRLLOG.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENTERO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNFLAG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWARAJENG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSFB.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CARERATING.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MIDWESTLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANUP.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREAVESCOT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUVEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LGBBROSLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SKYGOLD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REFEX.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIITMTS.NS      | Price:  321.50 | Trend:   1.76% | Mom:  -1.94% | Risk: LOW       
  DBCORP.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INNOVACAP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NEPHROPLUS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALAMINES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NACLIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIGNITITEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCBBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SJS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPARC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIQUBE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANARISUG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREEJISPG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHILCTECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
